id,title,body,category,priority
arf2jn3i,Pagamento mese corrente in sospeso,Il saldo relativo alla posizione cliente CLI-789 non risulta ancora aggiornato e la situazione sta ritardando la chiusura della posizione. È necessario verificare la pratica e fornire un riscontro.,Amministrazione,media
r1mlwhm2,Pagamento periodo fiscale in sospeso,Dopo alcuni giorni non abbiamo ricevuto conferma dell'avvenuta operazione relativa alla fattura n. 567 e chiediamo una verifica immediata.,Amministrazione,media
ecccu5p0,Richiesta di supporto per generazione etichette,Mi piacerebbe ricevere un chiarimento sulla procedura relativa a un file col logo del cliente.,Tecnico,media
gi9apmeb,Modifica richiesta borracce personalizzate,È necessario rettificare alcune voci della richiesta riguardante una fornitura di 50 t-shirt personalizzate per evitare problemi nell'evasione.,Commerciale,alta
kst7gafu,Documentazione amministrativa abbonamento annuale,Vorrei consultare il dettaglio delle operazioni riguardanti l'accordo commerciale.,Amministrazione,bassa
4v6ld8i8,Richiesta rimborso per contratto di manutenzione,Il servizio la rata semestrale non corrisponde a quanto ordinato. È possibile ottenere un rimborso?,Amministrazione,media
totcc0xa,Documentazione contabile quota associativa,Chiedo di ricevere la reportistica relativa a contratto n. 12345.,Amministrazione,bassa
atta32kj,Richiesta preventivo per prodotti per fiere,Vorremmo conoscere le condizioni economiche previste per 100 penne con logo aziendale.,Commerciale,media
6w870p6a,Comportamento anomalo durante catalogo prodotti,"Durante la gestione di un ordine ricevuto dal sito, il gestionale restituisce un risultato diverso da quello previsto e impedisce di completare correttamente l'operazione.",Tecnico,alta
pxfs089j,Configurazione esportazione lavorazione,Vorrei conoscere la configurazione prevista per un file col logo del cliente.,Tecnico,bassa
t1kpst34,Funzionalità distinta di produzione non operativa,"Il modulo dedicato a una serie di articoli con la stessa grafica consente di iniziare la procedura, ma non di completarla.",Tecnico,media
l0ibkpu1,Disguido con richiesta cliente etichette adesive,La conferma ricevuta dal cliente non coincide coi dati relativi a una fornitura di 50 t-shirt personalizzate; è necessario un controllo prima di procedere.,Commerciale,alta
s2b574qn,Richiesta di supporto per impostazioni macchina,Vorrei conoscere le impostazioni consigliate per una commessa con più articoli.,Tecnico,bassa
d286e8sn,Richiesta preventivo per borracce personalizzate,"Avrei bisogno di un preventivo per un prodotti ordinati di articoli personalizzati, comprensivo delle lavorazioni richieste.",Commerciale,media
4cp4giuh,Richiesta fattura per quota associativa,Potete verificare se è stata emessa la fattura relativa al canone di febbraio. Potete fornirla in formato pdf?,Amministrazione,media
bdd33b1n,Sincronizzazione scheda prodotto,L'aggiornamento dei dati della bozza grafica di una commessa non è immediato e richiede talvolta un refresh.,Tecnico,media
phwjg229,Documentazione amministrativa canone mensile,Vorrei consultare il dettaglio delle operazioni riguardanti la rata semestrale.,Amministrazione,bassa
kvxfu5eb,Stato ordine portachiavi promozionali,Vorrei avere un riscontro sull'avanzamento dell'ordine prodotti destinati a una nuova campagna promozionale.,Commerciale,media
qnti0h09,Disponibilità articolo penne promozionali,Stiamo valutando un ordine di una piccola quantità di prodotti per un cliente; è disponibile la quantità richiesta?,Commerciale,bassa
0uyj6rwb,Stato ordine materiale promozionale,Vorrei avere un riscontro sull'avanzamento dell'ordine un lotto di gadget per un evento aziendale.,Commerciale,media
d10irau7,Informazioni su prodotto penne promozionali,Riuscite a darmi maggiori informazioni sulle caratteristiche di 100 penne con logo aziendale?,Commerciale,bassa
8o3xfd9y,Richiesta preventivo per portachiavi promozionali,Vorrei conoscere il costo complessivo di prodotti con personalizzazione su un lato prima di confermare la richiesta.,Commerciale,media
1x4gvbnk,Stato acquisto materiale promozionale,Avrei bisogno di un aggiornamento sulla fornitura di prodotti destinati a una nuova campagna promozionale.,Commerciale,media
pu6ei7ui,Disguido con richiesta cliente packaging personalizzato,La richiesta del cliente relativa a articoli promozionali per una campagna aziendale presenta informazioni non corrette che impediscono di procedere con la lavorazione e devono essere risolte prima di procedere.,Commerciale,bassa
p6w2fnue,Sincronizzazione gestione ordini,L'aggiornamento dei dati di una serie di articoli con la stessa grafica non è immediato e richiede talvolta un refresh.,Tecnico,media
nk5bjh50,Comportamento anomalo durante generazione etichette,"Quando provo a elaborare un lotto di t-shirt personalizzate, il sistema interrompe la procedura senza completare l'operazione.",Tecnico,alta
x2tqgn22,Disguido con richiesta cliente t-shirt personalizzate,I dati associati a 200 shopper con stampa a colori non corrispondono a quanto richiesto dal cliente e devono essere controllati.,Commerciale,alta
ax90r1cy,Disponibilità articolo gadget aziendali,Vorrei sapere se è possibile reperire prodotti con personalizzazione su un lato.,Commerciale,bassa
upv18r49,Informazioni su prodotto gadget aziendali,Vorrei ricevere maggiori informazioni sul prodotto un lotto di portachiavi con incisione.,Commerciale,bassa
h9s6rku7,Sollecito per contratto di manutenzione,Segnaliamo che la posizione il compenso consulenza non risulta ancora chiusa e chiediamo un intervento.,Amministrazione,media
2x5a79zo,Funzionalità gestione ordini non operativa,"Durante la gestione di un file col logo del cliente, il comando selezionato non produce alcun risultato.",Tecnico,media
eulrb2fz,Comportamento anomalo durante impostazioni macchina,"Ho riscontrato un'anomalia mentre preparavo una grafica caricata dal cliente per la produzione, impedendo di procedere regolarmente.",Tecnico,alta
trqs95qn,Funzionalità anteprima grafica non operativa,"Quando utilizzo una lavorazione per incisione, le modifiche effettuate non vengono salvate correttamente.",Tecnico,media
ueeexe74,Richiesta di supporto per scheda prodotto,Vorrei conoscere le impostazioni disponibili per una commessa con più articoli.,Commerciale,bassa
qf8hlj11,Configurazione catalogo prodotti,Vorrei conoscere le impostazioni disponibili per gestire una lavorazione per incisione.,Tecnico,bassa
cje062f4,Disguido con richiesta cliente t-shirt personalizzate,I dati associati a una fornitura destinata a un evento non corrispondono a quanto richiesto dal cliente e devono essere controllati.,Commerciale,alta
y4kxi7su,Comportamento anomalo durante scheda prodotto,L'applicazione presenta un comportamento inatteso urgente durante una commessa con più articoli e non consente di completare la procedura.,Tecnico,alta
z8phsxtw,Configurazione generazione etichette,Potrei avere delle indicazioni per configurare un lotto di t-shirt personalizzate.,Tecnico,bassa
3hwp5c1m,Documentazione amministrativa prestazione professionale,Vorrei consultare la documentazione relativa ai dati di gennaio 2024.,Amministrazione,bassa
r7at8r1r,Pagamento periodo fiscale in sospeso,"Vorrei verificare lo stato del pagamento non contabilizzato relativo alla rata semestrale, che risulta ancora in elaborazione.",Amministrazione,media
sd4rqb5b,Informazioni su prodotto gadget personalizzati,Quali sono le principali caratteristiche di un lotto di gadget per un evento aziendale e le relative opzioni di personalizzazione?,Commerciale,bassa
si20gjpw,Richiesta di supporto per stato della produzione,Vorrei conoscere le impostazioni consigliate per un ordine con quantità elevate.,Tecnico,bassa
9za9yds7,Stato ordine portachiavi promozionali,È possibile conoscere la situazione attuale della richiesta relativa a una fornitura composta da più articoli?,Commerciale,media
9vq9pkg1,Richiesta rimborso per rinnovo servizi,Chiediamo di valutare il recupero della cifra versata per contratto n. 12345.,Amministrazione,media
y39er4zz,Configurazione configuratore gadget,Sarei interessato a ricevere alcune informazioni aggiuntive per gestire un file destinato al reparto produttivo.,Tecnico,bassa
j2fm3ptn,Sincronizzazione distinta di produzione,L'aggiornamento automatico della configurazione di una nuova lavorazione avviene con diversi minuti di ritardo.,Tecnico,media
euwylj09,Richiesta rimborso per servizio premium,Vorrei ottenere un conguaglio per la prestazione relativa a l'abbonamento trimestrale.,Amministrazione,media
how6spcp,Informazioni su prodotto penne promozionali,Potete inviarmi una descrizione più completa di 200 shopper con stampa a colori?,Commerciale,bassa
jy73t9t6,Documentazione amministrativa quota associativa,Potete fornire il riepilogo delle operazioni effettuate per la fornitura di dicembre?,Amministrazione,bassa
ss6068re,Disponibilità articolo gadget aziendali,Potete verificare la quantità presente a magazzino di materiale promozionale per una fiera?,Commerciale,media
9ei2g3f4,Pagamento servizio premium in sospeso,La disposizione effettuata per la posizione cliente CLI-789 non presenta ancora un esito.,Amministrazione,alta
9zrn9bvd,Disponibilità articolo calendari aziendali,L'articolo prodotti destinati a una nuova campagna promozionale è disponibile per una nuova fornitura?,Commerciale,bassa
taa8jws4,Configurazione catalogo prodotti,Desiderei ricevere supporto per impostare una lavorazione destinata alla stampa.,Tecnico,bassa
advd1qk9,Modifica ordine etichette adesive,"Vorrei sapere se è ancora possibile apportare una modifica all'ordine già inviato per 50 agende con stampa del marchio, poiché è necessario intervenire prima dell'avvio della lavorazione.",Commerciale,alta
usaxso5w,Documentazione amministrativa mese corrente,È possibile avere lo storico delle movimentazioni associate al compenso consulenza.,Amministrazione,bassa
hv4w301q,Modifica ordine penne promozionali,"Vorrei sapere se è ancora possibile apportare una modifica all'ordine già inviato per un lotto di gadget per un evento aziendale, poiché è necessario intervenire prima dell'avvio della lavorazione.",Commerciale,alta
7j66dvcq,Comportamento anomalo durante caricamento file,Ho notato un comportamento anomalo in una grafica caricata dal cliente che sta impedendo di completare la lavorazione.,Tecnico,alta
4fdevtv7,Modifica ordine articoli per eventi,È necessario rettificare alcune voci della richiesta riguardante 200 shopper con stampa a colori per evitare problemi nell'evasione.,Commerciale,alta
0ubztp7r,Configurazione caricamento file,Vorrei verificare le impostazioni disponibili per un lotto di penne personalizzate.,Tecnico,media
nzgu79mp,Funzionalità anteprima grafica non operativa,La funzione relativa a un file destinato al reparto produttivo non completa l'operazione richiesta.,Tecnico,media
uxxg8wkt,Funzionalità gestione ordini non operativa,"Quando utilizzo un ordine di gadget personalizzati, le modifiche effettuate non vengono salvate correttamente.",Tecnico,media
sg364zjh,Documentazione contabile quota associativa,Stiamo raccogliendo la documentazione relativa alla rata semestrale e vorremmo avere anche il relativo prospetto.,Amministrazione,bassa
ufj5monm,Informazioni su prodotto borse e shopper,Avrei bisogno di alcune specifiche aggiuntive riguardo a un lotto di portachiavi con incisione.,Commerciale,bassa
gu0ljm8d,Funzionalità archivio grafiche non operativa,"Il modulo dedicato a alcuni articoli destinati alla produzione consente di iniziare la procedura, ma non di completarla.",Tecnico,media
nspl6zyb,Stato ordine gadget aziendali,Potete controllare se l'ordine di gadget personalizzati con grafica fornita dal cliente è già stato preso in carico?,Commerciale,media
i2u1ry0u,Disguido con richiesta cliente articoli per eventi,Abbiamo ricevuto una segnalazione riguardo a un lotto di portachiavi con incisione; il cliente è ancora in attesa di un riscontro e la problematica sta causando un ritardo nelle attività previste. È necessario intervenire prima di poter procedere.,Commerciale,alta
n64zn8ww,Disguido con richiesta cliente borracce personalizzate,Il cliente ha richiesto di correggere una situazione relativa a una fornitura di 50 t-shirt personalizzate prima dell'avvio della lavorazione.,Commerciale,alta
nx1p6l6o,Stato ordine articoli per eventi,Vorrei sapere se ci sono aggiornamenti riguardo alla spedizione di una serie di borracce col logo del cliente.,Commerciale,media
gwpn7i21,Disponibilità articolo agende personalizzate,L'articolo un lotto di portachiavi con incisione è disponibile per una nuova fornitura?,Commerciale,bassa
68et607h,Disguido con richiesta cliente etichette adesive,Il cliente ha segnalato un'incongruenza relativa a una serie di borracce col logo del cliente e richiede un aggiornamento.,Commerciale,media
199rjwa0,Modifica commessa penne promozionali,È necessario sostituire alcuni articoli presenti nell'ordine di una serie di borracce col logo del cliente prima dell'avvio della lavorazione.,Commerciale,alta
70fpcp7j,Modifica prodotti ordinati packaging personalizzato,Dobbiamo aggiornare con urgenza i dati della commessa relativa a una piccola quantità di prodotti per un cliente prima dell'avvio della lavorazione.,Commerciale,alta
qlmp44hc,Disguido con richiesta cliente gadget personalizzati,Il cliente ha segnalato un'incongruenza relativa a 50 agende con stampa del marchio e richiede un aggiornamento.,Commerciale,media
j5g95423,Modifica prodotti ordinati packaging personalizzato,"Vorrei sapere se è ancora possibile apportare una modifica all'ordine già inviato per prodotti con personalizzazione su un lato, poiché è necessario intervenire prima dell'avvio della lavorazione.",Commerciale,alta
5qqaud7f,Stato ordine articoli per eventi,Vorrei avere un riscontro sull'avanzamento dell'ordine 50 agende con stampa del marchio.,Commerciale,media
1ydgq9wx,Richiesta preventivo per penne promozionali,Siamo interessati a materiale promozionale per una fiera e vorremmo conoscere il prezzo per la quantità indicata.,Commerciale,media
iip3vh3j,Comportamento anomalo durante anteprima grafica,"Durante la gestione di un lotto di t-shirt personalizzate, il gestionale restituisce un risultato diverso da quello previsto e impedisce di completare correttamente l'operazione.",Tecnico,alta
qyczvu6e,Stato materiale richiesto prodotti per fiere,Vorrei avere un riscontro sull'avanzamento dell'ordine gadget personalizzati con grafica fornita dal cliente.,Commerciale,media
2d48uwqn,Disponibilità articolo borracce personalizzate,Potete indicarmi se 200 shopper con stampa a colori è presente nell'assortimento attuale?,Commerciale,bassa
omzg67sa,Richiesta fattura per fornitura materiali,Potete verificare se è stata emessa la fattura relativa alla posizione cliente CLI-789. Potete fornirla in formato pdf?,Commerciale,media
qhdc2xwt,Comportamento anomalo durante modulo stampa,"Quando provo a elaborare un ordine con quantità elevate, il sistema interrompe la procedura senza completare l'operazione.",Tecnico,alta
p07497il,Richiesta di supporto per caricamento file,Potete fornirmi qualche informazione su come utilizzare una grafica caricata dal cliente?,Tecnico,bassa
u25gqt9v,Stato articoli richiesti agende personalizzate,Vorrei sapere se ci sono aggiornamenti riguardo alla spedizione di una fornitura destinata a un evento.,Commerciale,media
ks40l9fr,Pagamento consulenza in sospeso,Non troviamo ancora evidenza dell'operazione associata al compenso consulenza.,Amministrazione,bassa
d9h6vql4,Documentazione contabile servizio premium,Vorrei consultare la documentazione relativa a l'ordine ORD-2024-001.,Amministrazione,bassa
6x45mgv3,Richiesta di supporto per catalogo prodotti,Potrei avere supporto per capire come gestire un file col logo del cliente nel gestionale.,Tecnico,bassa
s1tcinf7,Pagamento periodo fiscale in sospeso,Non troviamo ancora evidenza dell'operazione associata alla posizione cliente CLI-789.,Amministrazione,alta
pv1tjlk5,Pagamento prestazione professionale in sospeso,Il bonifico relativo a l'accordo commerciale non compare ancora tra le operazioni registrate. Potete verificare con urgenza?,Amministrazione,media
g8686xlk,Configurazione gestione clienti,Vorrei cambiare alcune impostazioni relative a una lavorazione destinata alla stampa.,Tecnico,bassa
v8pg8hv6,Comportamento anomalo durante modulo stampa,"Durante la gestione della bozza grafica di una commessa, il gestionale restituisce un risultato diverso da quello previsto e impedisce di completare correttamente l'operazione.",Tecnico,alta
8om950l8,Comportamento anomalo durante gestione clienti,"Durante la gestione di alcuni articoli destinati alla produzione, il gestionale restituisce un risultato diverso da quello previsto e impedisce di completare correttamente l'operazione.",Tecnico,alta
p36ekrc1,Comportamento anomalo durante importazione ordini,"Ho riscontrato un'criticità mentre preparavo una lavorazione per incisione per la produzione, che impedisce di procedere regolarmente.",Tecnico,alta
8brs4od8,Sollecito per abbonamento annuale,"È necessario un aggiornamento sulla posizione il compenso consulenza, che risulta ancora aperta e sta ritardando la conclusione della pratica.",Amministrazione,alta
4hb5qxvu,Funzionalità anteprima grafica non operativa,"Il sistema registra l'operazione relativa a un ordine con quantità elevate, ma non la visualizza correttamente.",Tecnico,media
in7pxrr2,Funzionalità importazione ordini non operativa,"Il sistema registra l'operazione relativa a un file destinato al reparto produttivo, ma non la visualizza correttamente.",Tecnico,media
8fr4uynx,Sincronizzazione preparazione commessa,Si verifica un disallineamento tra la bozza grafica di una commessa e le informazioni utilizzate dalla produzione.,Tecnico,media
37vk1eb5,Documentazione amministrativa quota associativa,Sto raccogliendo la documentazione relativa alla fornitura di dicembre.,Amministrazione,bassa
5rrwvpl9,Richiesta preventivo per portachiavi promozionali,Potete elaborare una stima dei costi per 50 agende con stampa del marchio con relativa personalizzazione?,Commerciale,media
5p7hvhgy,Sollecito per anno contabile,"La situazione contabile di l'importo convenuto risulta ancora irrisolta e sta causando un ritardo nella gestione della pratica. È necessario intervenire rapidamente per risolvere la problematica, consentire la chiusura della posizione e fornire un riscontro al cliente.",Amministrazione,alta
2mtlbzse,Sincronizzazione scheda prodotto,I dati presenti in un lotto di penne personalizzate non coincidono con quelli visualizzati nel gestionale.,Tecnico,media
w5kx8tjq,Documentazione amministrativa anno contabile,Vorrei consultare la documentazione relativa ai dati del servizio di supporto.,Amministrazione,bassa
ryvu23td,Documentazione contabile abbonamento annuale,Vorrei consultare la documentazione relativa alla posizione cliente CLI-789.,Amministrazione,bassa
mdpe3zu1,Disguido con richiesta cliente gadget personalizzati,Abbiamo ricevuto una segnalazione riguardo a 100 penne con logo aziendale; il cliente è ancora in attesa di un riscontro e la problematica sta causando un ritardo nelle attività previste. È necessario intervenire prima di poter procedere.,Commerciale,alta
z2ve11r0,Richiesta di supporto per scheda prodotto,Potrei avere supporto per capire come gestire un lotto di t-shirt personalizzate nel gestionale.,Tecnico,bassa
0gfqz2y5,Richiesta rimborso per periodo fiscale,È possibile procedere con un riaccredito relativo alla rata semestrale.,Amministrazione,media
303exhgf,Richiesta rimborso per Q1 2024,Vorrei ottenere un conguaglio per la prestazione relativa al canone di febbraio.,Amministrazione,media
137y5ojr,Sincronizzazione gestione clienti,Si verifica un disallineamento tra una lavorazione per incisione e le informazioni utilizzate dalla produzione.,Tecnico,media
z15qc32b,Sollecito per trimestre chiuso,È passato più di un mese dalla scadenza della ricevuta n. 567 e non abbiamo ancora ricevuto riscontro.,Amministrazione,alta
xddrsy4g,Disponibilità articolo articoli per eventi,È prevista una nuova disponibilità per una serie di borracce col logo del cliente?,Commerciale,bassa
ho0k7pfs,Informazioni su prodotto borracce personalizzate,Potete inviarmi una descrizione più completa di un ordine di articoli personalizzati?,Commerciale,bassa
bucr22wt,Sollecito per servizio premium,"Non abbiamo ancora ricevuto riscontro in merito alla posizione cliente CLI-789 e la posizione rimane aperta, impedendo di completare la relativa gestione.",Amministrazione,alta
4v2snwsi,Documentazione amministrativa abbonamento annuale,Vorrei consultare la documentazione relativa ai dati della transazione del 15/10.,Amministrazione,bassa
35r95vtc,Richiesta di supporto per archivio grafiche,Sarei interessato a conoscere maggiormente alcune informazioni aggiuntive per gestire una commessa con più articoli.,Tecnico,bassa
9gp3g89g,Richiesta preventivo per portachiavi promozionali,Vorremmo conoscere le condizioni economiche previste per materiale promozionale per una fiera.,Commerciale,media
2b7bjvin,Richiesta di supporto per caricamento file,Vorrei verificare il corretto utilizzo di alcuni articoli destinati alla produzione prima di procedere con l'ordine.,Tecnico,media
2obwe01z,Configurazione modulo stampa,Vorrei conoscere le impostazioni disponibili per gestire alcuni articoli destinati alla produzione.,Tecnico,bassa
440ywtdn,Sincronizzazione modulo stampa,I dati presenti in una grafica caricata dal cliente non coincidono con quelli visualizzati nel gestionale.,Tecnico,media
795ihfqa,Richiesta rimborso per trimestre chiuso,La somma corrisposta dovrebbe essere restituita a seguito del disservizio per contratto n. 12345.,Amministrazione,media
6lm31jv7,Documentazione amministrativa servizio cloud,Sarei interessato al prospetto contabile relativo al servizio di supporto.,Amministrazione,bassa
zskxc3gg,Richiesta fattura per consulenza,Potete verificare se è stata emessa la fattura relativa a l'importo convenuto. Potete fornirla in formato pdf?,Amministrazione,media
7eo1zsdt,Informazioni su prodotto t-shirt personalizzate,Riuscite a darmi maggiori informazioni sulle caratteristiche di un ordine di articoli personalizzati?,Commerciale,bassa
h5ubteg6,Sincronizzazione preparazione commessa,Si verifica un disallineamento tra un ordine ricevuto dal sito e le informazioni utilizzate dalla produzione.,Tecnico,media
8q3cchws,Sincronizzazione generazione etichette,Le modifiche apportate durante la giornata non vengono trasferite correttamente a una serie di articoli con la stessa grafica.,Tecnico,media
rg681no6,Comportamento anomalo durante impostazioni macchina,"Durante la gestione di un prodotto configurato tramite il portale, il gestionale restituisce un risultato diverso da quello previsto e impedisce di completare correttamente l'operazione.",Tecnico,alta
to2h9cfs,Funzionalità distinta di produzione non operativa,"Ho provato più volte a eseguire una lavorazione destinata alla stampa, ma il sistema non completa la richiesta.",Tecnico,media
9ktelq6e,Sollecito per contratto di manutenzione,"È necessario un aggiornamento sulla posizione contratto n. 12345, che risulta ancora aperta e sta ritardando la conclusione della pratica.",Amministrazione,alta
4dlxjii2,Comportamento anomalo durante preparazione commessa,La procedura relativa a una lavorazione per incisione non produce sempre lo stesso risultato e in alcuni casi impedisce di completare la lavorazione.,Tecnico,alta
ibwdd51a,Funzionalità generazione etichette non operativa,"Ho provato più volte a eseguire la bozza grafica di una commessa, ma il sistema non completa la richiesta.",Tecnico,media
6w51090r,Stato fornitura tazze personalizzate,Vorrei sapere a che punto si trova l'ordine relativo a un ordine di articoli personalizzati.,Commerciale,media
d5922jqd,Richiesta rimborso per abbonamento annuale,Il servizio l'ordine ORD-2024-001 non corrisponde a quanto ordinato. È possibile ottenere un rimborso?,Amministrazione,media
gt87seix,Pagamento servizio cloud in sospeso,Il trasferimento relativo alla transazione del 15/10 risulta ancora in lavorazione.,Amministrazione,alta
j9qafs2r,Comportamento anomalo durante scheda prodotto,"Durante la lavorazione di alcuni articoli destinati alla produzione, alcune informazioni vengono visualizzate in modo non corretto e compromettono la procedura.",Tecnico,bassa
ggupo7hg,Documentazione amministrativa anno contabile,Vorrei consultare la documentazione relativa ai dati del servizio di supporto.,Amministrazione,bassa
pt64jqq1,Documentazione contabile trimestre chiuso,Vorrei consultare la documentazione relativa a l'accordo commerciale.,Amministrazione,bassa
n85wpvsd,Informazioni su prodotto gadget personalizzati,Riuscite a darmi maggiori informazioni sulle caratteristiche di 200 shopper con stampa a colori?,Commerciale,bassa
14hy4pq4,Disguido con richiesta cliente calendari aziendali,Abbiamo ricevuto una segnalazione riguardo a una fornitura di 50 t-shirt personalizzate; il cliente è ancora in attesa di un riscontro e la problematica sta causando un ritardo nelle attività previste. È necessario intervenire prima di poter procedere.,Commerciale,alta
nop3jdrc,Sincronizzazione archivio grafiche,La sincronizzazione di una commessa con più articoli non avviene subito dopo la modifica dell'ordine.,Tecnico,media
1rvflsl2,Documentazione amministrativa rinnovo servizi,Vorrei consultare il dettaglio delle operazioni riguardanti la bollettino n. 567.,Amministrazione,bassa
oztl2gx5,Comportamento anomalo durante archivio grafiche,Il sistema gestisce in maniera irregolare una lavorazione destinata alla stampa e in alcuni casi interrompe il processo.,Tecnico,alta
axbj1034,Pagamento servizio premium in sospeso,Vorrei sapere con urgenza a che punto è il trasferimento dei fondi per la polizza n. 567.,Amministrazione,alta
13mitw36,Comportamento anomalo durante stato della produzione,"Utilizzando un ordine con quantità elevate, l'operazione non viene portata a termine come previsto e il problema continua a ripresentarsi.",Tecnico,alta
0dvn1lcb,Richiesta preventivo per tazze personalizzate,Potete elaborare una stima dei costi per 100 penne con logo aziendale con relativa personalizzazione?,Commerciale,media
7yi2nyzj,Sollecito per canone mensile,"Non abbiamo ancora ricevuto riscontro in merito alla transazione del 15/10 e la posizione rimane aperta, impedendo di completare la relativa gestione.",Amministrazione,alta
i8k79q2s,Funzionalità archivio grafiche non operativa,"Durante la gestione di una commessa con più articoli, il comando selezionato non produce alcun risultato.",Tecnico,media
pzkeul6j,Richiesta di supporto per anteprima grafica,È possibile ricevere indicazioni sulla gestione di un ordine con quantità elevate?,Tecnico,bassa
5vn4qg63,Informazioni su prodotto calendari aziendali,Potete inviarmi una descrizione più completa di un lotto di portachiavi con incisione?,Commerciale,bassa
pzqhbi9m,Configurazione gestione ordini,Desiderei ricevere supporto per impostare una lavorazione per incisione.,Tecnico,bassa
r79oigrw,Richiesta distinta per contratto di manutenzione,"Potete controllare la disponibilità del documento la transazione del 15/10, nel nostro sistema non è presente.",Amministrazione,media
s0w0y2fe,Documentazione contabile contratto di manutenzione,Vorrei recuperare i documenti collegati a l'importo convenuto.,Amministrazione,bassa
873tnv94,Documentazione amministrativa prestazione professionale,Sto raccogliendo la documentazione relativa a l'abbonamento trimestrale.,Amministrazione,bassa
yh6n66lp,Modifica ordine abbigliamento personalizzato,È necessario sostituire alcuni articoli presenti nell'ordine di un lotto di portachiavi con incisione prima dell'avvio della lavorazione.,Commerciale,alta
340n1bqv,Sincronizzazione generazione etichette,Le modifiche effettuate su un ordine con quantità elevate non vengono immediatamente riportate nelle altre sezioni.,Tecnico,media
ss82styt,Pagamento fornitura materiali in sospeso,La disposizione effettuata per la fornitura di dicembre non presenta ancora un esito.,Commerciale,alta
1jlanae7,Configurazione anteprima grafica,Vorrei sapere come procedere con la configurazione di un file col logo del cliente.,Tecnico,bassa
u8l4e67d,Richiesta rimborso per mese corrente,Chiediamo di valutare il recupero della cifra versata per l'abbonamento trimestrale.,Amministrazione,media
